age_bracket,education_level,income_bracket,gender,geographic_region,urban_rural,industry_sector,job_type,ai_familiarity_score,ai_use_frequency,has_used_ai_on_job,sentiment_toward_ai,perceived_benefit,perceived_risk,adoption_intent,expected_job_impact,concerns,use_cases
35-44,Master's,50-100k,male,South,suburban,Retail,Manager,7,daily,TRUE,2.5155218879995065,1.5431199148355663,4.623486878182249,4,neutral,transparency,customer_service|analytics
65+,Bachelor's,<25k,male,South,urban,Other,Manager,6,never,FALSE,-1.453782081,2.649681404616686,4.986644044453151,2,neutral,transparency,augmentation|analytics|agents
18-24,Bachelor's,50-100k,female,Midwest,urban,Other,Skilled Trade,5,never,FALSE,0.49491007623537014,2.7926918554685556,2.1091752452589967,3,neutral,transparency|regulation,automation
18-24,High School or less,50-100k,female,South,suburban,Manufacturing,Individual Contributor,5,never,TRUE,-0.582487148,2.462235893556139,6.432354391534465,4,positive,bias,automation
18-24,High School or less,25-50k,female,Northeast,urban,Education,Manager,5,never,FALSE,1.1530340249594215,2.7579444351731315,3.259670372367866,5,neutral,job_loss|bias|ethics,content_generation
18-24,High School or less,25-50k,female,South,urban,Government,Individual Contributor,3,never,FALSE,-1.354717981,1.4307042154135958,4.864322685595207,3,positive,safety,augmentation
25-34,Master's,25-50k,male,Northeast,urban,Services,Individual Contributor,7,rarely,FALSE,-1.882361265,2.930631969934134,1.6785594916668871,3,negative,regulation,automation|customer_service
18-24,Some college / Associate,100-200k,female,South,suburban,Technology,Manager,7,rarely,FALSE,-0.480605282,2.40770338,2.5943449608055698,4,positive,job_loss,automation
55-64,Bachelor's,100-200k,male,Midwest,rural,Other,Individual Contributor,8,never,FALSE,1.7726503040845287,2.1801951196755702,4.163919622,4,positive,accuracy,customer_service
35-44,High School or less,50-100k,male,South,urban,Services,Individual Contributor,6,daily,FALSE,0.7233553321268084,1.5817673212961285,3.836884763316153,3,positive,privacy,automation|hiring
25-34,Some college / Associate,<25k,female,West,urban,Services,Skilled Trade,4,monthly,FALSE,0.6760376077179282,2.7331582328381088,4.864934427542387,3,neutral,transparency|ethics,hiring
25-34,Some college / Associate,50-100k,female,South,urban,Services,Individual Contributor,7,never,FALSE,1.570842377,3.2309064284327027,6.417820709107987,2,neutral,bias,augmentation|analytics
35-44,High School or less,100-200k,male,South,urban,Finance,Individual Contributor,8,rarely,TRUE,0.8741289952105825,5.315981855730847,3.1361089415267385,3,positive,bias,content_generation
35-44,Master's,200k+,male,South,rural,Services,Individual Contributor,4,monthly,FALSE,2.154784006860293,3.567992456990222,4.136411696175085,2,negative,safety,analytics
35-44,Master's,25-50k,female,Midwest,suburban,Other,Manager,8,daily,FALSE,1.1703361792653415,4.411960583042431,3.729016845872991,4,positive,transparency,analytics|agents
25-34,Bachelor's,50-100k,male,South,rural,Services,Individual Contributor,7,daily,FALSE,2.1391647041430146,5.237729996539324,4.337038808143974,4,positive,accuracy,augmentation
35-44,Bachelor's,25-50k,male,South,suburban,Services,Individual Contributor,4,rarely,FALSE,-1.195303964,1,3.416260497261767,5,negative,bias|accuracy,analytics
25-34,High School or less,100-200k,female,South,suburban,Finance,Individual Contributor,5,rarely,FALSE,2.4646511047831816,3.0846814249813623,5.728215804922106,4,negative,privacy|bias,automation
25-34,High School or less,50-100k,male,South,urban,Other,Individual Contributor,7,rarely,FALSE,0.84057602,3.639810039704646,3.8604806607396966,3,neutral,job_loss,augmentation|content_generation
35-44,Master's,25-50k,male,Northeast,suburban,Retail,Skilled Trade,5,rarely,FALSE,0.1267057211824943,2.309386016,4.837793013511317,2,neutral,regulation,augmentation|hiring
45-54,Some college / Associate,25-50k,female,West,suburban,Services,Individual Contributor,5,never,FALSE,-0.73850754,3.320251694215296,5.394451775050822,4,positive,bias|accuracy,augmentation|analytics|content_generation
25-34,Master's,200k+,nonbinary,Midwest,urban,Education,Manager,6,never,FALSE,0.4661374069850968,1.453548466928858,2.9022811502661785,4,positive,transparency,agents
18-24,Bachelor's,25-50k,female,South,urban,Services,Individual Contributor,5,weekly,FALSE,0.954965483,2.739899586422593,5.570284654276915,2,positive,transparency,analytics
45-54,Bachelor's,<25k,female,Northeast,urban,Services,Manager,6,never,FALSE,0.7663646738904878,1.407571832281587,3.4877653864426654,3,positive,bias,customer_service|analytics
65+,High School or less,25-50k,female,West,urban,Technology,Individual Contributor,5,never,FALSE,0.064448244,4.186202607611455,4.338377013802371,2,neutral,accuracy,automation|analytics|content_generation
18-24,Some college / Associate,50-100k,female,West,rural,Technology,Individual Contributor,5,never,TRUE,-1.371445778,2.330394242581102,2.0558454772886217,4,positive,privacy,agents
18-24,High School or less,25-50k,female,West,urban,Healthcare,Manager,6,daily,FALSE,1.8888571095563509,2.3772451779420964,2.268948230853084,5,positive,transparency,automation|augmentation
45-54,High School or less,25-50k,male,Northeast,rural,Services,Individual Contributor,6,never,FALSE,0.6083397243873545,3.183957649766766,6.057164058460778,4,positive,bias,automation|augmentation|analytics
35-44,High School or less,25-50k,female,South,urban,Education,Manager,7,never,TRUE,-1.090576389,3.930394038465795,2.447983756728542,5,neutral,accuracy,analytics|agents|content_generation
35-44,Bachelor's,100-200k,male,Midwest,urban,Manufacturing,Manager,8,monthly,FALSE,0.3663244559243575,4.785428022582933,3.0615696106716372,5,negative,accuracy,analytics
35-44,High School or less,25-50k,male,West,urban,Other,Individual Contributor,2,monthly,FALSE,-1.561770153,2.255608633527198,4.228928397145352,2,negative,job_loss,analytics|content_generation
35-44,High School or less,50-100k,female,Midwest,suburban,Services,Manager,6,never,FALSE,0.15778232629575228,3.782410211388682,6.097243328613542,3,positive,accuracy,analytics
55-64,High School or less,200k+,male,West,suburban,Technology,Individual Contributor,2,never,FALSE,-2.623289684,1.9602058845443187,3.9066838892344427,1,positive,job_loss|bias|accuracy,augmentation
55-64,High School or less,100-200k,female,South,urban,Services,Manager,7,never,FALSE,0.41250917524150843,5.2882309387145785,4.574840535131057,3,positive,accuracy,content_generation
18-24,Master's,100-200k,male,West,urban,Healthcare,Manager,4,never,FALSE,1.3538793693750397,2.4570811847656593,2.641420396,3,negative,accuracy,analytics|agents
45-54,Some college / Associate,50-100k,female,West,urban,Other,Individual Contributor,9,rarely,FALSE,2.272698796,4.021893490592821,5.527710407330548,5,neutral,job_loss|privacy|accuracy,analytics
18-24,Bachelor's,100-200k,female,West,urban,Finance,Individual Contributor,6,rarely,FALSE,-1.658310717,1.421808274543164,1,3,positive,bias,content_generation
18-24,Master's,50-100k,female,South,rural,Healthcare,Individual Contributor,8,weekly,FALSE,3.412034433502838,3.421660908,5.0684553162589525,6,negative,bias,automation
45-54,Bachelor's,50-100k,male,Northeast,urban,Services,Individual Contributor,8,rarely,FALSE,2.374266626617807,2.3697186328870687,4.7860145798098515,5,negative,job_loss,automation|analytics
45-54,High School or less,<25k,female,West,suburban,Other,Manager,7,never,FALSE,1.8191465933149988,5.314386273811743,6.179748686821746,6,positive,job_loss,hiring
25-34,Some college / Associate,50-100k,female,Midwest,suburban,Healthcare,Individual Contributor,4,never,FALSE,0.8357472170456421,4.913150904053513,4.595516683205592,2,neutral,regulation,automation|analytics
25-34,Some college / Associate,<25k,female,South,suburban,Finance,Clerical/Support,7,never,FALSE,2.522822097063698,3.640552486720525,2.5764104915813943,2,neutral,transparency|ethics,augmentation
35-44,Bachelor's,100-200k,female,Midwest,suburban,Other,Individual Contributor,2,never,FALSE,-1.388382793,3.636860507465139,4.092948295100167,2,negative,privacy,content_generation
55-64,Bachelor's,100-200k,female,West,suburban,Technology,Manager,6,never,FALSE,1.2836540263811487,4.915930752892929,4.340652896550381,4,positive,ethics,customer_service
25-34,High School or less,100-200k,female,South,suburban,Manufacturing,Individual Contributor,7,never,FALSE,1.3242456984535464,3.8520413210617406,3.8184005934494576,2,positive,privacy,analytics
18-24,Some college / Associate,200k+,female,Midwest,urban,Services,Manager,7,never,FALSE,1.6382795073814842,2.9252978409800274,3.375368234353388,2,negative,privacy,automation|analytics
35-44,Doctorate/Prof,50-100k,female,South,suburban,Education,Individual Contributor,2,rarely,FALSE,-0.962318794,2.0193464643141605,5.256358161921664,2,neutral,privacy,customer_service
25-34,Some college / Associate,50-100k,female,Northeast,urban,Retail,Individual Contributor,4,never,FALSE,0.20270162389340135,2.555828301284229,3.651210431,3,positive,job_loss,automation
18-24,Bachelor's,50-100k,female,South,suburban,Retail,Individual Contributor,9,never,FALSE,0.15191644341246735,4.585394518896827,3.6332467465744345,4,positive,regulation,analytics
55-64,Some college / Associate,<25k,male,Northeast,urban,Other,Skilled Trade,7,weekly,FALSE,1.899132377458022,4.764732676502165,3.858841537156248,3,neutral,accuracy,hiring|content_generation
65+,Bachelor's,<25k,female,West,urban,Government,Individual Contributor,7,rarely,FALSE,1.2362379584102592,1.8999984468908167,4.598365431,5,neutral,accuracy,augmentation
65+,Bachelor's,25-50k,female,Northeast,suburban,Technology,Individual Contributor,2,weekly,TRUE,-0.619344347,1.7238105421913714,3.471811758220941,3,neutral,regulation,augmentation|analytics
35-44,Bachelor's,25-50k,female,West,suburban,Technology,Individual Contributor,6,never,TRUE,-1.080413064,3.4233248870297928,5.435556929257395,3,positive,transparency,analytics
35-44,Master's,25-50k,male,Northeast,urban,Education,Clerical/Support,5,never,FALSE,-2.197039065,2.0575668489894836,6.559048271102974,4,neutral,job_loss,automation|augmentation|analytics
18-24,High School or less,100-200k,female,West,suburban,Other,Clerical/Support,3,never,FALSE,-1.888860768,1,5.0504462611584655,3,neutral,job_loss,analytics
18-24,Master's,50-100k,male,South,rural,Services,Manager,6,never,FALSE,2.1811044046418333,2.091799453962089,3.1458425205143246,4,neutral,job_loss|transparency,analytics
25-34,Some college / Associate,50-100k,female,South,suburban,Other,Individual Contributor,7,daily,FALSE,0.2161382908449665,2.3839578309775207,4.041297635194587,3,negative,ethics,analytics
35-44,Doctorate/Prof,50-100k,female,West,rural,Other,Individual Contributor,5,never,FALSE,2.173113036118129,1,5.359254697924954,3,negative,regulation,automation
35-44,High School or less,100-200k,male,Northeast,rural,Finance,Individual Contributor,7,never,FALSE,0.893368717,1.6299142487244958,3.7114866139763905,3,neutral,privacy,automation
55-64,Master's,100-200k,female,South,rural,Retail,Individual Contributor,6,rarely,FALSE,-0.050534055,3.554444801,5.354576118,4,negative,job_loss,analytics
25-34,High School or less,50-100k,male,Northeast,suburban,Other,Individual Contributor,7,weekly,FALSE,-1.685981979,2.3803923860018683,4.659806607145006,4,neutral,accuracy,automation
45-54,Bachelor's,25-50k,female,South,suburban,Services,Individual Contributor,6,rarely,FALSE,-0.105751709,2.6660116712069164,3.338402867684738,3,neutral,job_loss|bias|ethics,content_generation
65+,High School or less,25-50k,female,South,urban,Other,Individual Contributor,5,rarely,FALSE,0.6292826822461064,6.195987648816946,4.147016770871456,3,negative,bias|ethics,content_generation
18-24,Bachelor's,25-50k,male,Northeast,urban,Services,Individual Contributor,4,rarely,FALSE,1.8551461926686263,1.9230733166129845,2.594154002135825,2,negative,safety,analytics
35-44,Some college / Associate,50-100k,male,West,urban,Other,Clerical/Support,2,monthly,FALSE,-0.034113259,1,3.7454820545443064,1,positive,bias,automation
45-54,Bachelor's,50-100k,female,Northeast,urban,Retail,Clerical/Support,8,rarely,FALSE,1.2441085861558552,1.896134353748285,1.1247194779175862,5,negative,accuracy,augmentation
25-34,Doctorate/Prof,200k+,female,South,suburban,Technology,Individual Contributor,5,never,FALSE,-3.495540932,4.376923523844399,3.0679380209536578,4,positive,transparency,augmentation
25-34,Master's,50-100k,female,South,suburban,Services,Individual Contributor,2,rarely,FALSE,-1.186233301,3.6548783549130337,4.517227095682649,4,positive,accuracy|regulation,analytics
18-24,Bachelor's,<25k,male,West,suburban,Healthcare,Individual Contributor,5,never,FALSE,2.943834304136823,1.5661926187313753,3.155898154014025,2,positive,bias,customer_service
65+,Bachelor's,25-50k,male,South,suburban,Other,Individual Contributor,5,never,TRUE,2.562290737130969,2.5070196775956344,4.426757618912526,2,neutral,job_loss,content_generation
35-44,Bachelor's,25-50k,male,West,rural,Retail,Individual Contributor,6,rarely,FALSE,0.3479818984996237,3.4550009510779125,6.245939032144278,2,neutral,regulation,customer_service
18-24,Bachelor's,50-100k,female,South,suburban,Other,Manager,3,never,TRUE,1.2225730649694506,3.307704248384107,3.6797446140221535,2,neutral,job_loss|privacy,hiring
65+,High School or less,<25k,male,West,urban,Finance,Manager,6,rarely,TRUE,2.1205646818936392,4.582304156,3.3254100886363545,2,positive,job_loss,automation
18-24,Bachelor's,<25k,female,South,suburban,Technology,Individual Contributor,3,rarely,FALSE,3.2905572970818273,1.2323186786705016,4.562621688,2,neutral,privacy|regulation,augmentation
35-44,Bachelor's,25-50k,male,South,urban,Services,Individual Contributor,6,never,FALSE,1.1710979636505927,3.532333237,4.254278830537985,3,neutral,ethics,content_generation
18-24,Bachelor's,<25k,female,West,rural,Services,Clerical/Support,8,never,FALSE,-0.145701958,4.062238654513606,5.069323302268437,5,positive,privacy,content_generation
35-44,Bachelor's,<25k,male,South,urban,Education,Manager,6,never,FALSE,0.7676985695363632,5.3115181073183475,3.2753064616806964,4,positive,transparency,analytics|content_generation
18-24,Some college / Associate,50-100k,female,Midwest,suburban,Services,Individual Contributor,6,never,FALSE,3.0112827163749762,3.9301850240027787,3.889634078631251,4,negative,transparency,augmentation
65+,High School or less,<25k,female,South,urban,Retail,Individual Contributor,5,never,FALSE,1.566278015911014,5.119069177944024,3.658453284861954,3,negative,job_loss,automation|customer_service
65+,Doctorate/Prof,50-100k,female,South,rural,Technology,Manager,3,rarely,TRUE,0.9307759436467238,1,1.7307774794285655,3,positive,transparency,augmentation
25-34,Some college / Associate,100-200k,female,West,suburban,Education,Skilled Trade,2,never,FALSE,-1.730329801,3.398254287147898,5.062160848795037,1,positive,job_loss|privacy|accuracy,customer_service
25-34,Some college / Associate,25-50k,female,Midwest,rural,Manufacturing,Individual Contributor,7,never,FALSE,1.8523993701143697,3.8891817702020606,2.431294874595997,4,positive,job_loss,augmentation
45-54,Master's,100-200k,female,West,urban,Services,Manager,10,never,FALSE,0.6013968204837539,3.990358245,3.5276687568984286,5,negative,accuracy,analytics
55-64,Bachelor's,50-100k,female,South,suburban,Government,Manager,9,never,FALSE,2.085187153602057,4.327034797271842,3.2718297769913063,5,positive,bias|transparency,content_generation
35-44,Some college / Associate,25-50k,nonbinary,South,urban,Healthcare,Individual Contributor,4,monthly,FALSE,-0.584770254,1.605888211798895,2.820645430779329,3,positive,bias,content_generation
45-54,Some college / Associate,<25k,male,Midwest,suburban,Government,Clerical/Support,6,rarely,FALSE,2.649638962258756,3.300775222,5.025300264488039,5,neutral,bias|safety,augmentation|customer_service
35-44,Bachelor's,25-50k,female,West,urban,Education,Individual Contributor,7,never,FALSE,1.8569598161142822,4.477903135,4.508922934602772,5,negative,job_loss,automation|customer_service|content_generation
18-24,High School or less,<25k,female,South,urban,Retail,Clerical/Support,5,monthly,FALSE,1.8832590415626143,1.5135148821252404,3.6092324434963445,4,neutral,accuracy,agents
45-54,Some college / Associate,50-100k,male,West,suburban,Retail,Manager,5,daily,FALSE,-0.85379417,2.589945713294726,6.817058182730879,2,negative,privacy|ethics,augmentation
45-54,Some college / Associate,50-100k,male,South,suburban,Technology,Clerical/Support,8,never,TRUE,0.8063558595374811,4.178233848916086,5.144174302651749,3,neutral,job_loss,augmentation|analytics
45-54,Bachelor's,<25k,male,West,rural,Retail,Individual Contributor,8,never,FALSE,1.629388074,2.553451294390409,5.2134823911268375,4,positive,regulation,analytics
25-34,High School or less,50-100k,male,West,urban,Services,Individual Contributor,5,never,FALSE,1.7379935144506085,2.5047568927889685,4.289850651,1,neutral,job_loss|bias,augmentation
25-34,Some college / Associate,25-50k,female,South,urban,Other,Individual Contributor,7,never,FALSE,2.9396568574002337,1.3012447462973356,3.6671618260756715,3,neutral,privacy,hiring|analytics
18-24,Bachelor's,25-50k,female,South,suburban,Healthcare,Individual Contributor,8,never,FALSE,-0.597482367,5.085532500118791,2.755389254834957,5,neutral,bias|accuracy,content_generation
35-44,Master's,25-50k,female,South,urban,Healthcare,Manager,7,rarely,FALSE,-1.025140238,3.6174825816652967,2.2848133274526927,3,neutral,accuracy|transparency|ethics,analytics
25-34,Bachelor's,50-100k,female,South,suburban,Healthcare,Manager,9,never,FALSE,2.9309377380714507,1.8697087446501501,2.9234753384551335,4,positive,safety,customer_service
45-54,Master's,<25k,female,South,urban,Education,Individual Contributor,6,monthly,FALSE,2.1847668912536773,2.533297316181448,4.2834510671115575,4,negative,transparency,agents
18-24,Master's,100-200k,male,West,urban,Manufacturing,Individual Contributor,5,daily,TRUE,0.31292516290316774,3.3216257168370125,6.118148368150303,4,positive,bias,content_generation
35-44,Doctorate/Prof,<25k,male,Northeast,urban,Finance,Individual Contributor,8,never,FALSE,1.7191828795617263,3.031227632809877,4.342205951877454,4,neutral,accuracy,customer_service|analytics
35-44,Some college / Associate,200k+,male,Northeast,urban,Technology,Manager,7,never,TRUE,1.9929664367158129,3.4769425430464365,2.364927446321743,6,positive,job_loss,agents
25-34,High School or less,<25k,female,South,urban,Healthcare,Individual Contributor,7,weekly,FALSE,1.606908067413068,4.9673509612808315,4.1272532919495255,5,neutral,privacy,customer_service|analytics
25-34,High School or less,100-200k,female,South,suburban,Manufacturing,Manager,8,never,FALSE,0.5623357427318602,4.1550077684399715,4.715477433207676,5,negative,ethics,customer_service|analytics
35-44,Some college / Associate,50-100k,male,South,urban,Manufacturing,Individual Contributor,6,never,FALSE,1.4060416263355544,4.395707559,4.003524292,2,positive,accuracy|transparency,analytics
18-24,Bachelor's,200k+,male,South,suburban,Services,Individual Contributor,3,never,FALSE,-1.596378216,1.6695401432846317,3.126850012031669,3,negative,job_loss|transparency|ethics,customer_service
25-34,High School or less,200k+,female,Midwest,urban,Education,Individual Contributor,6,never,FALSE,0.6575313728652904,2.2729109805863468,4.921724945536402,5,neutral,privacy,augmentation
25-34,Master's,100-200k,female,Midwest,rural,Other,Individual Contributor,5,never,FALSE,0.31254199900698315,1.0407854814137434,3.2137785156060827,3,negative,job_loss,automation
18-24,Master's,200k+,female,Midwest,rural,Other,Individual Contributor,4,rarely,TRUE,-0.371270835,3.3880101769106057,6.148859324904771,3,positive,transparency,augmentation
25-34,Bachelor's,100-200k,male,South,suburban,Finance,Manager,6,rarely,TRUE,-0.016093924,1,4.291096322123967,2,neutral,transparency,content_generation
25-34,Some college / Associate,25-50k,nonbinary,South,urban,Other,Individual Contributor,6,never,TRUE,-0.923833653,1.5383471426893525,4.6425550581303385,4,neutral,job_loss|accuracy,augmentation|analytics
18-24,Bachelor's,<25k,female,West,rural,Healthcare,Individual Contributor,3,never,TRUE,1.0288553068055863,3.819524569015422,4.463746740677474,2,neutral,job_loss|privacy,analytics
45-54,Bachelor's,25-50k,male,West,urban,Other,Executive,7,never,FALSE,2.0722607836772964,4.324532749025043,2.7471400721986567,3,positive,accuracy,augmentation
25-34,High School or less,100-200k,female,Midwest,suburban,Government,Skilled Trade,4,never,FALSE,1.691579190256978,1.627341210942445,3.8477421051540364,4,neutral,accuracy|ethics,analytics
25-34,Bachelor's,<25k,female,Midwest,rural,Services,Skilled Trade,5,daily,FALSE,-0.246250549,4.293472001449915,2.920472705388274,2,neutral,privacy,analytics
35-44,High School or less,100-200k,female,Northeast,urban,Manufacturing,Manager,7,rarely,TRUE,-0.187730887,5.814805349271262,4.033355353,5,negative,job_loss|privacy|bias,automation
65+,Master's,200k+,female,South,suburban,Services,Manager,4,never,FALSE,0.6520395837492945,2.666390848466063,3.723851027164324,4,negative,accuracy,analytics
25-34,High School or less,100-200k,female,Midwest,suburban,Retail,Manager,5,never,FALSE,1.1427479853673534,1.5793803534142377,4.3050186311304515,4,positive,job_loss,agents
45-54,High School or less,50-100k,male,Northeast,urban,Education,Individual Contributor,8,monthly,FALSE,2.1061795670631422,2.410556663297455,4.602588414,4,negative,ethics,analytics
18-24,High School or less,25-50k,male,Midwest,urban,Services,Clerical/Support,4,never,FALSE,1.7572271778404662,4.613723318018209,5.941153021168295,4,negative,transparency,augmentation
35-44,Some college / Associate,50-100k,female,West,suburban,Other,Individual Contributor,8,never,FALSE,0.5595214936466824,3.452310727951047,3.5231044123019686,4,negative,ethics,augmentation
25-34,High School or less,50-100k,female,South,urban,Services,Manager,7,never,FALSE,0.20373757656228086,1.7624146428923673,5.577834653583522,3,positive,job_loss|privacy,analytics
35-44,Some college / Associate,50-100k,male,Northeast,rural,Retail,Skilled Trade,9,never,FALSE,1.9475598534979133,4.157195398422525,3.0711024824335653,4,negative,transparency,analytics|content_generation
55-64,High School or less,50-100k,male,South,urban,Government,Individual Contributor,6,never,FALSE,0.014670258826579574,2.562319859428531,3.5571904138752966,3,negative,bias,automation|customer_service|content_generation
45-54,High School or less,50-100k,male,West,suburban,Technology,Clerical/Support,7,never,TRUE,1.0152993594449256,3.707243649154498,3.8459166564228435,4,neutral,accuracy,augmentation
45-54,Some college / Associate,25-50k,male,Northeast,rural,Education,Individual Contributor,4,rarely,TRUE,1.8186813902026633,2.2110040249002214,3.2233369863628716,2,neutral,ethics,automation|analytics
35-44,Bachelor's,200k+,male,South,urban,Manufacturing,Individual Contributor,7,rarely,FALSE,0.9360793220266976,4.695876632786012,2.2435105716105808,4,neutral,accuracy,analytics
65+,High School or less,50-100k,male,South,suburban,Other,Individual Contributor,0,weekly,TRUE,-2.500680469,1,4.241518281028512,1,positive,bias,hiring
65+,Some college / Associate,100-200k,female,Northeast,rural,Healthcare,Executive,6,never,FALSE,3.1148898588563947,4.276970802382647,4.943723453889304,3,neutral,job_loss,automation
35-44,Bachelor's,<25k,male,Midwest,urban,Technology,Individual Contributor,6,never,TRUE,0.5244549629975009,1.759670484082214,3.9662868252513492,3,neutral,job_loss,automation
35-44,High School or less,25-50k,female,Northeast,suburban,Services,Skilled Trade,6,never,FALSE,1.9243258379925972,4.5301761961839535,3.757029935577527,3,positive,bias|ethics,agents
25-34,High School or less,<25k,male,Northeast,rural,Retail,Clerical/Support,7,rarely,FALSE,0.017125518593154476,4.038391284194979,4.411238764292271,4,positive,privacy,automation|content_generation
25-34,High School or less,<25k,female,West,suburban,Services,Individual Contributor,8,never,FALSE,1.871757531673735,3.607686136,2.6393494238978583,4,positive,privacy,automation|augmentation
18-24,High School or less,50-100k,female,Northeast,suburban,Finance,Clerical/Support,8,never,TRUE,2.5737449621348647,5.182941667644062,5.520781024736614,5,positive,accuracy|transparency,augmentation|analytics
18-24,Doctorate/Prof,50-100k,female,Midwest,urban,Services,Manager,5,never,FALSE,0.474750946,2.8418763064043358,4.479944798013636,1,positive,privacy|accuracy,agents
25-34,Master's,25-50k,female,South,urban,Retail,Individual Contributor,2,daily,TRUE,0.697221554,1,5.519143379194301,2,positive,privacy|bias|transparency,analytics
35-44,Some college / Associate,50-100k,male,Northeast,suburban,Finance,Manager,6,never,FALSE,-2.107355013,1.7789246089510158,4.896952567775547,4,positive,accuracy,analytics
25-34,Some college / Associate,50-100k,male,Northeast,urban,Finance,Individual Contributor,5,never,TRUE,-0.236224896,4.300547484743671,5.8368911272368225,3,negative,accuracy|safety|transparency,automation
18-24,Master's,25-50k,male,South,urban,Education,Individual Contributor,7,daily,FALSE,0.4394993175008114,4.3381492264239725,6.085349614110569,4,positive,privacy|accuracy,augmentation
45-54,High School or less,100-200k,female,South,urban,Healthcare,Manager,4,never,FALSE,-1.573241282,3.2993040822536774,1.9337314449331262,3,positive,transparency,analytics
65+,Bachelor's,100-200k,female,Northeast,urban,Services,Manager,6,never,TRUE,0.89246528,3.571522324829001,3.143613685248829,5,positive,job_loss|privacy,automation
25-34,High School or less,50-100k,male,South,rural,Other,Individual Contributor,3,never,FALSE,-0.048371177,2.760526852798656,4.091350581652629,2,negative,privacy|ethics,automation
45-54,Some college / Associate,50-100k,male,West,urban,Other,Clerical/Support,7,weekly,FALSE,1.3039875398009064,3.8369832701936257,3.028313400553692,1,negative,safety,analytics
35-44,High School or less,<25k,male,Midwest,urban,Technology,Manager,6,never,FALSE,3.1069821659980676,2.749680301431388,3.2159622587563086,3,positive,accuracy,content_generation
55-64,High School or less,200k+,female,South,urban,Manufacturing,Individual Contributor,5,daily,FALSE,0.43272059011694197,1,1.939225181,4,positive,job_loss|accuracy,analytics
25-34,High School or less,50-100k,male,South,urban,Other,Individual Contributor,6,never,FALSE,-0.843450447,4.248603482978299,3.800127901817331,2,positive,privacy,automation
65+,Bachelor's,100-200k,female,South,urban,Healthcare,Individual Contributor,6,never,FALSE,0.2835702839117645,1.4695180166545532,4.785437873400514,3,neutral,privacy,customer_service|analytics|content_generation
45-54,Bachelor's,100-200k,male,South,suburban,Education,Clerical/Support,4,never,FALSE,-1.733132562,4.337667620291034,3.789873710765492,2,negative,privacy,augmentation
35-44,High School or less,50-100k,female,South,rural,Retail,Manager,5,never,FALSE,-1.322382405,3.7128469755422335,4.347047947370254,4,negative,bias,analytics
25-34,Bachelor's,50-100k,male,West,urban,Other,Individual Contributor,1,rarely,FALSE,-1.114792876,1.0902754747358157,3.9188122769410523,1,negative,privacy|accuracy|ethics,augmentation
35-44,High School or less,200k+,female,South,urban,Services,Manager,6,never,TRUE,0.818769765,4.868048539,5.309291239530186,5,negative,accuracy,augmentation|analytics
25-34,Bachelor's,50-100k,female,South,urban,Education,Manager,2,never,TRUE,-1.917483729,2.4020957056361016,2.4577327750140454,2,positive,privacy,analytics
18-24,Bachelor's,50-100k,male,Midwest,urban,Retail,Individual Contributor,6,never,FALSE,-2.027164473,3.011547731918913,3.701988514848146,3,negative,accuracy,automation
18-24,Some college / Associate,<25k,male,South,urban,Other,Clerical/Support,5,never,TRUE,0.15368728076420773,1.9275284682746912,3.004741488682424,3,positive,bias|safety|ethics,agents|content_generation
35-44,High School or less,100-200k,female,Midwest,urban,Technology,Manager,5,never,FALSE,0.6881150167947288,2.937343408459831,6.221169803478116,3,neutral,privacy,augmentation
35-44,Bachelor's,50-100k,male,Northeast,urban,Other,Individual Contributor,3,never,FALSE,1.598911203626888,1,6.496554860252511,1,neutral,privacy|bias,augmentation|analytics
45-54,Bachelor's,<25k,female,South,suburban,Other,Executive,5,rarely,FALSE,2.3075586170745432,3.7355683528950623,3.5683907363747256,2,positive,job_loss,customer_service
35-44,Bachelor's,50-100k,female,Northeast,suburban,Other,Individual Contributor,8,never,FALSE,0.869114476,4.0352361705679805,3.634067064653607,3,positive,bias,analytics
18-24,High School or less,100-200k,female,Northeast,suburban,Services,Individual Contributor,8,never,FALSE,0.48475703013735627,4.393935299233066,4.123170244,5,positive,ethics,automation|customer_service
35-44,High School or less,100-200k,male,Midwest,urban,Education,Executive,3,daily,TRUE,0.686346175,2.978906764627143,4.561326300020464,2,neutral,transparency,automation|augmentation
45-54,Master's,100-200k,male,West,suburban,Finance,Individual Contributor,2,never,TRUE,-1.040559606,2.7814491840596176,3.073801657038011,2,positive,privacy|accuracy|safety|transparency,augmentation
55-64,Master's,50-100k,male,West,urban,Healthcare,Individual Contributor,6,rarely,FALSE,-1.370868781,1.6854872533426457,4.108692395066954,4,negative,privacy,customer_service
65+,Some college / Associate,200k+,male,South,urban,Finance,Individual Contributor,2,never,FALSE,-0.433914032,1.2263057629152108,5.562995581534034,2,neutral,privacy|ethics,analytics
45-54,High School or less,25-50k,male,Midwest,suburban,Finance,Executive,5,never,TRUE,0.7218452052595679,4.030209045622013,4.116292071658109,1,negative,safety,analytics
25-34,Master's,<25k,male,Northeast,urban,Manufacturing,Skilled Trade,6,never,FALSE,-0.000546839,2.705645194773492,4.169690230272584,5,positive,bias,analytics
35-44,Doctorate/Prof,50-100k,female,Northeast,suburban,Education,Individual Contributor,5,never,FALSE,0.9040504032172152,2.5850628383205443,2.806346661,3,neutral,transparency,customer_service
